,ID,GeneID,geneSymbol,chr,strand,exonStart_0base,exonEnd,upstreamES,upstreamEE,downstreamES,downstreamEE,ID.1,IJC_SAMPLE_1,SJC_SAMPLE_1,IJC_SAMPLE_2,SJC_SAMPLE_2,IncFormLen,SkipFormLen,PValue,FDR,IncLevel1,IncLevel2,IncLevelDifference,cell_line,RBP,alt_splice_type
42,23839,ENSG00000090621.13,PABPC4,chr1,-,39563835,39563922,39563613,39563741,39564422,39564491,23839,"105,138","6,2","100,92","5,3",186,99,0.714285950313,1.0,"0.903,0.973","0.914,0.942",0.01,HepG2,PARN,SE
43,23840,ENSG00000090621.13,PABPC4,chr1,-,39563835,39563922,39563613,39563741,39564470,39564542,23840,"45,54","1,3","23,31","3,1",186,99,0.590220789818,1.0,"0.96,0.905","0.803,0.943",0.059,HepG2,PARN,SE
44,23841,ENSG00000090621.13,PABPC4,chr1,-,39564685,39564773,39564232,39564542,39565105,39565183,23841,"344,355","2,4","377,312","3,1",187,99,0.710948217516,1.0,"0.989,0.979","0.985,0.994",-0.006,HepG2,PARN,SE
45,23842,ENSG00000090621.13,PABPC4,chr1,-,39564700,39564773,39564422,39564542,39565105,39565378,23842,"218,213","2,4","232,181","3,1",172,99,0.471892715732,1.0,"0.984,0.968","0.978,0.99",-0.008,HepG2,PARN,SE
46,23843,ENSG00000090621.13,PABPC4,chr1,-,39565105,39565378,39564685,39564773,39567750,39567846,23843,"594,624","0,2","528,448","0,2",198,99,1.0,1.0,"1.0,0.994","1.0,0.991",0.001,HepG2,PARN,SE
47,25758,ENSG00000090621.13,PABPC4,chr1,-,39563835,39563922,39563613,39563741,39564422,39564491,25758,"128,164","0,5","196,306","4,2",186,99,0.736661501529,1.0,"1.0,0.946","0.963,0.988",-0.003,HepG2,IGF2BP2,SE
48,25759,ENSG00000090621.13,PABPC4,chr1,-,39563835,39563922,39563613,39563741,39564470,39564542,25759,"63,98","0,2","81,149","2,2",186,99,0.354223134213,1.0,"1.0,0.963","0.956,0.975",0.016,HepG2,IGF2BP2,SE
49,25760,ENSG00000090621.13,PABPC4,chr1,-,39564685,39564773,39564232,39564542,39565105,39565183,25760,"331,409","2,12","519,624","0,1",187,99,0.00189928632424,0.0491289641324219,"0.989,0.947","1.0,0.997",-0.03,HepG2,IGF2BP2,SE
50,25761,ENSG00000090621.13,PABPC4,chr1,-,39564700,39564773,39564422,39564542,39565105,39565378,25761,"151,212","2,12","276,322","0,1",172,99,4.19194092837e-05,0.0036185519869917,"0.978,0.91","1.0,0.995",-0.054,HepG2,IGF2BP2,SE
51,25762,ENSG00000090621.13,PABPC4,chr1,-,39565105,39565378,39564685,39564773,39567750,39567846,25762,"342,429","2,1","645,704","2,0",198,99,1.0,1.0,"0.988,0.995","0.994,1.0",-0.005,HepG2,IGF2BP2,SE
52,25763,ENSG00000090621.13,PABPC4,chr1,-,39569594,39569689,39568697,39568939,39569862,39570002,25763,"351,388","1,0","759,813","0,0",194,99,1.0,1.0,"0.994,1.0","1.0,1.0",-0.003,HepG2,IGF2BP2,SE
53,24495,ENSG00000090621.13,PABPC4,chr1,-,39561684,39561787,39560815,39561122,39562072,39562203,24495,"361,420","0,0","527,422","1,0",198,99,1.0,1.0,"1.0,1.0","0.996,1.0",0.002,HepG2,SMN1,SE
54,24496,ENSG00000090621.13,PABPC4,chr1,-,39561727,39561787,39560815,39561122,39562072,39562203,24496,"79,86","0,0","141,116","1,0",159,99,1.0,1.0,"1.0,1.0","0.989,1.0",0.006,HepG2,SMN1,SE
55,24497,ENSG00000090621.13,PABPC4,chr1,-,39563835,39563922,39563613,39563741,39564422,39564491,24497,"109,141","6,7","100,92","5,3",186,99,0.524458018452,1.0,"0.906,0.915","0.914,0.942",-0.017,HepG2,SMN1,SE
56,24498,ENSG00000090621.13,PABPC4,chr1,-,39563835,39563922,39563613,39563741,39564470,39564542,24498,"35,64","0,1","23,31","3,1",186,99,0.0276939496197,0.3460282507107022,"1.0,0.971","0.803,0.943",0.113,HepG2,SMN1,SE
57,24499,ENSG00000090621.13,PABPC4,chr1,-,39564685,39564773,39564232,39564542,39565105,39565183,24499,"237,269","2,3","377,312","3,1",187,99,0.622986735804,1.0,"0.984,0.979","0.985,0.994",-0.008,HepG2,SMN1,SE
58,24500,ENSG00000090621.13,PABPC4,chr1,-,39564700,39564773,39564422,39564542,39565105,39565378,24500,"139,161","2,3","232,181","3,1",172,99,0.432109037641,1.0,"0.976,0.969","0.978,0.99",-0.012,HepG2,SMN1,SE
59,24501,ENSG00000090621.13,PABPC4,chr1,-,39565105,39565378,39564685,39564773,39567750,39567846,24501,"397,439","0,2","528,448","0,2",198,99,1.0,1.0,"1.0,0.991","1.0,0.991",0.0,HepG2,SMN1,SE
60,26111,ENSG00000090621.13,PABPC4,chr1,-,39563835,39563922,39563613,39563741,39564422,39564491,26111,"224,230","6,9","196,306","4,2",186,99,0.0195552651553,0.246489386835695,"0.952,0.932","0.963,0.988",-0.034,HepG2,G3BP2,SE
61,26112,ENSG00000090621.13,PABPC4,chr1,-,39563835,39563922,39563613,39563741,39564470,39564542,26112,"140,160","7,2","81,149","2,2",186,99,0.230771192788,1.0,"0.914,0.977","0.956,0.975",-0.02,HepG2,G3BP2,SE
62,26113,ENSG00000090621.13,PABPC4,chr1,-,39564685,39564773,39564232,39564542,39565105,39565183,26113,"550,679","18,19","519,624","0,1",187,99,1.09048776675e-08,5.597176300973182e-06,"0.942,0.95","1.0,0.997",-0.052,HepG2,G3BP2,SE
63,26114,ENSG00000090621.13,PABPC4,chr1,-,39564700,39564773,39564422,39564542,39565105,39565378,26114,"294,354","18,19","276,322","0,1",172,99,5.5435867008e-10,5.2165150854528e-07,"0.904,0.915","1.0,0.995",-0.088,HepG2,G3BP2,SE
64,26115,ENSG00000090621.13,PABPC4,chr1,-,39565105,39565378,39564685,39564773,39567750,39567846,26115,"665,784","0,2","645,704","2,0",198,99,1.0,1.0,"1.0,0.995","0.994,1.0",0.001,HepG2,G3BP2,SE
65,26117,ENSG00000090621.13,PABPC4,chr1,-,39571096,39571349,39569862,39570002,39572392,39572586,26117,"376,420","2,1","367,391","0,0",198,99,1.0,1.0,"0.989,0.995","1.0,1.0",-0.008,HepG2,G3BP2,SE
66,26118,ENSG00000090621.13,PABPC4,chr1,-,39571233,39571349,39569862,39570002,39572392,39572484,26118,"553,641","2,1","597,652","0,0",198,99,1.0,1.0,"0.993,0.997","1.0,1.0",-0.005,HepG2,G3BP2,SE
67,25429,ENSG00000090621.13,PABPC4,chr1,-,39563835,39563922,39563613,39563741,39564422,39564491,25429,"46,15","18,8","32,50","13,13",186,99,0.40216866886,1.0,"0.576,0.499","0.567,0.672",-0.082,HepG2,DDX59,SE
68,25430,ENSG00000090621.13,PABPC4,chr1,-,39563835,39563922,39563613,39563741,39564470,39564542,25430,"21,8","8,1","21,27","0,6",186,99,0.141679013458,0.7950241026272711,"0.583,0.81","1.0,0.705",-0.156,HepG2,DDX59,SE
69,25431,ENSG00000090621.13,PABPC4,chr1,-,39564685,39564773,39564232,39564542,39565105,39565183,25431,"217,152","1,0","228,197","0,0",187,99,1.0,1.0,"0.991,1.0","1.0,1.0",-0.004,HepG2,DDX59,SE
70,25432,ENSG00000090621.13,PABPC4,chr1,-,39564700,39564773,39564422,39564542,39565105,39565378,25432,"95,60","1,0","99,97","0,0",172,99,1.0,1.0,"0.982,1.0","1.0,1.0",-0.009,HepG2,DDX59,SE
71,25433,ENSG00000090621.13,PABPC4,chr1,-,39567750,39567846,39565105,39565378,39568801,39568856,25433,"884,1247","0,0","1526,1861","2,0",195,99,1.0,1.0,"1.0,1.0","0.997,1.0",0.002,HepG2,DDX59,SE
72,23947,ENSG00000090621.13,PABPC4,chr1,-,39563835,39563922,39563613,39563741,39564422,39564491,23947,"83,49","4,12","68,119","8,7",186,99,0.388566627884,1.0,"0.917,0.685","0.819,0.9",-0.058,HepG2,NAA15,SE
73,23948,ENSG00000090621.13,PABPC4,chr1,-,39563835,39563922,39563613,39563741,39564470,39564542,23948,"54,32","2,1","39,76","0,5",186,99,0.646528234049,1.0,"0.935,0.945","1.0,0.89",-0.005,HepG2,NAA15,SE
74,23949,ENSG00000090621.13,PABPC4,chr1,-,39564685,39564773,39564232,39564542,39565105,39565183,23949,"267,187","1,1","153,284","3,5",187,99,0.055404847689,0.5975572539022366,"0.993,0.99","0.964,0.968",0.026,HepG2,NAA15,SE
75,23950,ENSG00000090621.13,PABPC4,chr1,-,39564700,39564773,39564422,39564542,39565105,39565378,23950,"145,99","1,1","76,154","3,5",172,99,0.0149639699726,0.2883088583000938,"0.988,0.983","0.936,0.947",0.044,HepG2,NAA15,SE
76,23952,ENSG00000090621.13,PABPC4,chr1,-,39571606,39571705,39571233,39571349,39572392,39572418,23952,"0,0","174,132","0,1","99,215",198,99,1.0,1.0,"0.0,0.0","0.0,0.002",-0.001,HepG2,NAA15,SE
77,23953,ENSG00000090621.13,PABPC4,chr1,-,39575758,39576223,39572392,39572586,39576551,39576790,23953,"144,108","0,0","96,147","0,1",198,99,1.0,1.0,"1.0,1.0","1.0,0.987",0.006,HepG2,NAA15,SE
78,23545,ENSG00000090621.13,PABPC4,chr1,-,39563835,39563922,39563613,39563741,39564422,39564491,23545,"60,46","20,4","83,82","5,2",186,99,0.00108506282614,0.0363131697233863,"0.615,0.86","0.898,0.956",-0.19,HepG2,GEMIN5,SE
79,23546,ENSG00000090621.13,PABPC4,chr1,-,39563835,39563922,39563613,39563741,39564470,39564542,23546,"38,33","10,0","37,38","2,0",186,99,0.0113649988735,0.162226055041808,"0.669,1.0","0.908,1.0",-0.119,HepG2,GEMIN5,SE
80,23547,ENSG00000090621.13,PABPC4,chr1,-,39564685,39564773,39564232,39564542,39565105,39565183,23547,"223,165","10,2","149,212","1,4",187,99,0.0815394840999,0.5701025086654165,"0.922,0.978","0.987,0.966",-0.026,HepG2,GEMIN5,SE
81,23548,ENSG00000090621.13,PABPC4,chr1,-,39564700,39564773,39564422,39564542,39565105,39565378,23548,"139,98","10,2","76,109","1,4",172,99,0.14852951729,0.8322869346850924,"0.889,0.966","0.978,0.94",-0.031,HepG2,GEMIN5,SE
82,23549,ENSG00000090621.13,PABPC4,chr1,-,39565105,39565378,39564685,39564773,39567750,39567846,23549,"364,256","2,0","234,327","3,0",198,99,1.0,1.0,"0.989,1.0","0.975,1.0",0.007,HepG2,GEMIN5,SE
83,23551,ENSG00000090621.13,PABPC4,chr1,-,39571606,39571705,39571233,39571349,39572392,39572418,23551,"0,0","100,44","1,0","93,121",198,99,1.0,1.0,"0.0,0.0","0.005,0.0",-0.003,HepG2,GEMIN5,SE
84,24733,ENSG00000090621.13,PABPC4,chr1,-,39563835,39563922,39563613,39563741,39564422,39564491,24733,"124,66","3,5","72,173","3,4",186,99,0.500818581513,1.0,"0.957,0.875","0.927,0.958",-0.027,HepG2,LSM11,SE
85,24734,ENSG00000090621.13,PABPC4,chr1,-,39563835,39563922,39563613,39563741,39564470,39564542,24734,"64,39","1,3","28,62","0,3",186,99,0.613496777436,1.0,"0.971,0.874","1.0,0.917",-0.036,HepG2,LSM11,SE
86,24735,ENSG00000090621.13,PABPC4,chr1,-,39564422,39564542,39563835,39563922,39564685,39564773,24735,"261,148","0,2","125,344","0,0",198,99,1.0,1.0,"1.0,0.974","1.0,1.0",-0.013,HepG2,LSM11,SE
87,24736,ENSG00000090621.13,PABPC4,chr1,-,39564470,39564542,39563445,39563922,39564685,39564773,24736,"159,105","0,2","65,190","0,0",171,99,1.0,1.0,"1.0,0.968","1.0,1.0",-0.016,HepG2,LSM11,SE
88,24737,ENSG00000090621.13,PABPC4,chr1,-,39564685,39564773,39564232,39564542,39565105,39565183,24737,"481,278","8,6","194,537","1,6",187,99,0.112003648932,0.8858888605116961,"0.97,0.961","0.99,0.979",-0.019,HepG2,LSM11,SE
89,24738,ENSG00000090621.13,PABPC4,chr1,-,39564700,39564773,39564422,39564542,39565105,39565378,24738,"280,170","8,6","117,297","1,6",172,99,0.13631101511,0.9817886036055924,"0.953,0.942","0.985,0.966",-0.028,HepG2,LSM11,SE
90,24739,ENSG00000090621.13,PABPC4,chr1,-,39565105,39565378,39564685,39564773,39567750,39567846,24739,"662,402","1,0","276,605","0,0",198,99,1.0,1.0,"0.997,1.0","1.0,1.0",-0.002,HepG2,LSM11,SE
91,24741,ENSG00000090621.13,PABPC4,chr1,-,39571606,39571705,39571233,39571349,39572392,39572418,24741,"1,0","330,190","0,0","162,283",198,99,1.0,1.0,"0.002,0.0","0.0,0.0",0.001,HepG2,LSM11,SE
92,25503,ENSG00000090621.13,PABPC4,chr1,-,39563835,39563922,39563613,39563741,39564422,39564491,25503,"200,193","6,3","183,167","6,0",186,99,0.488955398664,1.0,"0.947,0.972","0.942,1.0",-0.011,HepG2,AKAP8L,SE
93,25504,ENSG00000090621.13,PABPC4,chr1,-,39563835,39563922,39563613,39563741,39564470,39564542,25504,"111,95","0,0","105,90","2,0",186,99,1.0,1.0,"1.0,1.0","0.965,1.0",0.018,HepG2,AKAP8L,SE
94,25505,ENSG00000090621.13,PABPC4,chr1,-,39564685,39564773,39564232,39564542,39565105,39565183,25505,"473,423","5,5","372,399","3,3",187,99,0.391962007402,1.0,"0.98,0.978","0.985,0.986",-0.007,HepG2,AKAP8L,SE
95,25506,ENSG00000090621.13,PABPC4,chr1,-,39564700,39564773,39564422,39564542,39565105,39565378,25506,"244,236","5,5","228,206","3,3",172,99,0.344326514849,1.0,"0.966,0.964","0.978,0.975",-0.011,HepG2,AKAP8L,SE
96,25507,ENSG00000090621.13,PABPC4,chr1,-,39565105,39565378,39564685,39564773,39567750,39567846,25507,"531,500","0,0","500,494","0,3",198,99,1.0,1.0,"1.0,1.0","1.0,0.988",0.006,HepG2,AKAP8L,SE
97,25508,ENSG00000090621.13,PABPC4,chr1,-,39569594,39569689,39568697,39568939,39569862,39570002,25508,"584,504","0,0","583,589","0,1",194,99,1.0,1.0,"1.0,1.0","1.0,0.997",0.002,HepG2,AKAP8L,SE
98,25509,ENSG00000090621.13,PABPC4,chr1,-,39571606,39571705,39571233,39571349,39572392,39572418,25509,"0,1","266,255","0,0","206,227",198,99,1.0,1.0,"0.0,0.002","0.0,0.0",0.001,HepG2,AKAP8L,SE
99,24045,ENSG00000090621.13,PABPC4,chr1,-,39563835,39563922,39563613,39563741,39564422,39564491,24045,"140,124","1,1","109,132","4,1",186,99,0.161322493361,1.0,"0.987,0.985","0.936,0.986",0.025,HepG2,HNRNPA0,SE
100,24046,ENSG00000090621.13,PABPC4,chr1,-,39563835,39563922,39563613,39563741,39564470,39564542,24046,"47,69","4,4","40,40","1,2",186,99,0.179204459397,1.0,"0.862,0.902","0.955,0.914",-0.052,HepG2,HNRNPA0,SE
101,24047,ENSG00000090621.13,PABPC4,chr1,-,39564685,39564773,39564232,39564542,39565105,39565183,24047,"307,315","5,1","405,401","3,4",187,99,0.969918255402,1.0,"0.97,0.994","0.986,0.982",-0.002,HepG2,HNRNPA0,SE
102,24048,ENSG00000090621.13,PABPC4,chr1,-,39564700,39564773,39564422,39564542,39565105,39565378,24048,"160,165","5,1","220,223","3,4",172,99,0.938640391826,1.0,"0.949,0.99","0.977,0.97",-0.004,HepG2,HNRNPA0,SE
103,27594,ENSG00000090621.13,PABPC4,chr1,-,39561684,39561787,39560815,39561122,39562072,39562203,27594,"483,385","4,2","364,393","0,0",198,99,0.68787611089,1.0,"0.984,0.99","1.0,1.0",-0.013,HepG2,CKAP4,SE
104,27595,ENSG00000090621.13,PABPC4,chr1,-,39561727,39561787,39560815,39561122,39562072,39562203,27595,"111,93","4,2","83,88","0,0",159,99,0.0483043146134,0.3767291212804827,"0.945,0.967","1.0,1.0",-0.044,HepG2,CKAP4,SE
105,27596,ENSG00000090621.13,PABPC4,chr1,-,39563835,39563922,39563613,39563741,39564422,39564491,27596,"169,145","15,22","183,167","6,0",186,99,1.58972878195e-07,3.424122401437831e-05,"0.857,0.778","0.942,1.0",-0.153,HepG2,CKAP4,SE
106,27597,ENSG00000090621.13,PABPC4,chr1,-,39563835,39563922,39563613,39563741,39564470,39564542,27597,"91,87","5,6","105,90","2,0",186,99,0.00105320939977,0.0270320381952441,"0.906,0.885","0.965,1.0",-0.087,HepG2,CKAP4,SE
107,27598,ENSG00000090621.13,PABPC4,chr1,-,39564685,39564773,39564232,39564542,39565105,39565183,27598,"416,396","11,7","372,399","3,3",187,99,0.0110901179669,0.1383799506987331,"0.952,0.968","0.985,0.986",-0.026,HepG2,CKAP4,SE
108,27599,ENSG00000090621.13,PABPC4,chr1,-,39564700,39564773,39564422,39564542,39565105,39565378,27599,"215,221","11,7","228,206","3,3",172,99,0.0085188008712,0.1158296764362692,"0.918,0.948","0.978,0.975",-0.043,HepG2,CKAP4,SE
109,27600,ENSG00000090621.13,PABPC4,chr1,-,39565105,39565378,39564685,39564773,39567750,39567846,27600,"526,513","7,0","500,494","0,3",198,99,0.756930992398,1.0,"0.974,1.0","1.0,0.988",-0.007,HepG2,CKAP4,SE
